loan_amnt,int_rate,annual_inc,emp_length,grade,home_ownership,purpose,loan_status,issue_d
12000,10.75,75000.0,8 years,B,RENT,debt_consolidation,Fully Paid,May-2016
15000,13.06,100000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,Jun-2018
8000,9.75,33000.0,4 years,B,RENT,credit_card,Charged Off,Mar-2016
25000,10.99,90000.0,8 years,B,MORTGAGE,credit_card,Fully Paid,Jul-2014
24000,15.61,102000.0,10+ years,D,MORTGAGE,debt_consolidation,Fully Paid,Oct-2014
9600,13.67,95000.0,10+ years,C,MORTGAGE,credit_card,Charged Off,Mar-2016
4800,13.99,48000.0,4 years,C,MORTGAGE,other,Fully Paid,Oct-2015
7500,11.99,30000.0,1 year,C,RENT,major_purchase,Current,Jun-2016
40000,16.02,180000.0,8 years,C,MORTGAGE,home_improvement,Current,Aug-2017
19600,10.99,82000.0,2 years,B,RENT,debt_consolidation,Fully Paid,Nov-2015
20000,24.37,72000.0,2 years,E,RENT,debt_consolidation,Current,Sep-2018
12000,15.99,91588.0,< 1 year,C,MORTGAGE,credit_card,Current,Dec-2016
4000,7.46,52000.0,10+ years,A,MORTGAGE,home_improvement,Current,May-2018
8000,9.44,35000.0,7 years,B,RENT,debt_consolidation,Current,Sep-2017
20000,11.44,60000.0,10+ years,B,RENT,debt_consolidation,Current,Apr-2017
20000,14.47,40000.0,9 years,C,RENT,moving,Current,Nov-2018
23000,14.49,85000.0,3 years,C,RENT,credit_card,Current,Jun-2016
12000,10.99,64000.0,,B,MORTGAGE,debt_consolidation,Fully Paid,Nov-2013
7125,15.61,21000.0,3 years,C,RENT,medical,Fully Paid,Feb-2014
15250,14.99,45000.0,10+ years,C,RENT,credit_card,Current,Mar-2017
8500,7.07,40000.0,5 years,A,MORTGAGE,debt_consolidation,Current,May-2017
14000,10.99,120000.0,10+ years,B,RENT,credit_card,Fully Paid,Sep-2014
6000,16.91,25581.0,3 years,C,RENT,small_business,Current,Dec-2018
19200,9.99,82000.0,,B,RENT,debt_consolidation,Fully Paid,Jun-2011
26400,26.3,90000.0,4 years,E,MORTGAGE,home_improvement,Current,Dec-2017
7000,8.9,40000.0,,A,OWN,home_improvement,Fully Paid,Apr-2014
11100,16.99,37000.0,10+ years,D,OWN,debt_consolidation,Fully Paid,Feb-2017
2200,14.49,49000.0,10+ years,C,MORTGAGE,credit_card,Fully Paid,Aug-2014
28000,15.99,90000.0,10+ years,C,RENT,debt_consolidation,Charged Off,Mar-2017
5000,9.93,210000.0,5 years,B,RENT,credit_card,Current,Feb-2018
12000,11.14,75000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,May-2013
24000,7.21,74000.0,10+ years,A,MORTGAGE,debt_consolidation,Current,Oct-2018
11700,11.99,34000.0,3 years,B,RENT,debt_consolidation,Fully Paid,Oct-2013
2500,13.23,67200.0,10+ years,C,MORTGAGE,major_purchase,Charged Off,Aug-2010
15000,7.99,103000.0,7 years,A,RENT,credit_card,Current,Dec-2016
2650,14.47,55296.0,2 years,C,RENT,credit_card,Late (31-120 days),Jul-2018
9250,8.24,65000.0,< 1 year,B,RENT,debt_consolidation,Current,Apr-2017
5000,13.33,50000.0,10+ years,C,RENT,other,Charged Off,Jul-2015
10800,15.61,300000.0,10+ years,D,MORTGAGE,other,Charged Off,May-2015
2800,12.29,70000.0,10+ years,C,MORTGAGE,home_improvement,Fully Paid,Jul-2015
3600,14.33,30000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Apr-2013
6000,14.16,31000.0,5 years,C,RENT,debt_consolidation,Charged Off,Mar-2014
24000,11.99,85000.0,2 years,B,RENT,other,Current,Nov-2017
20000,23.4,65000.0,1 year,E,OWN,debt_consolidation,Current,Sep-2018
6500,22.45,19200.0,< 1 year,E,RENT,medical,Charged Off,Feb-2014
17600,15.59,101500.0,3 years,C,MORTGAGE,debt_consolidation,Fully Paid,Aug-2016
6000,18.85,34000.0,10+ years,D,RENT,debt_consolidation,Fully Paid,Sep-2013
10000,11.49,100000.0,5 years,B,MORTGAGE,home_improvement,Fully Paid,Aug-2016
1350,17.97,60000.0,,D,MORTGAGE,credit_card,Current,Nov-2018
8000,14.08,36000.0,6 years,C,MORTGAGE,debt_consolidation,Current,Sep-2017
35000,19.03,65000.0,< 1 year,D,MORTGAGE,debt_consolidation,Fully Paid,Aug-2017
27000,14.47,350000.0,< 1 year,C,MORTGAGE,credit_card,Fully Paid,Dec-2013
1500,16.14,65000.0,3 years,C,RENT,credit_card,Fully Paid,Jul-2018
17000,11.22,55000.0,3 years,B,RENT,debt_consolidation,Fully Paid,Dec-2015
28000,13.98,96000.0,10+ years,C,MORTGAGE,credit_card,Fully Paid,May-2014
35000,12.79,165000.0,2 years,C,MORTGAGE,debt_consolidation,Fully Paid,Jun-2016
40000,14.47,90000.0,10+ years,C,RENT,debt_consolidation,Current,Aug-2018
3000,15.02,88000.0,10+ years,C,RENT,other,Current,Dec-2018
18000,13.33,48000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Apr-2015
5000,10.42,58000.0,5 years,B,MORTGAGE,debt_consolidation,Fully Paid,Aug-2017
25000,7.99,104000.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,Apr-2017
10000,8.24,79000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Feb-2017
16000,8.18,80000.0,3 years,B,RENT,debt_consolidation,Fully Paid,Aug-2015
15000,26.31,30000.0,10+ years,E,MORTGAGE,debt_consolidation,Current,Oct-2018
20000,9.17,55000.0,7 years,B,OWN,debt_consolidation,Fully Paid,Jul-2015
10800,12.69,40000.0,2 years,C,RENT,debt_consolidation,Current,Aug-2015
28000,11.99,116000.0,3 years,B,RENT,debt_consolidation,Fully Paid,May-2014
29650,17.86,65000.0,10+ years,D,MORTGAGE,debt_consolidation,Fully Paid,Aug-2015
6000,11.55,56000.0,6 years,B,MORTGAGE,house,Fully Paid,Jul-2018
13000,9.16,50000.0,10+ years,B,MORTGAGE,credit_card,Current,Mar-2016
12000,13.33,150000.0,1 year,C,RENT,debt_consolidation,Fully Paid,Aug-2015
20000,11.99,49000.0,< 1 year,B,MORTGAGE,debt_consolidation,Fully Paid,Sep-2017
10000,16.49,62000.0,3 years,D,RENT,debt_consolidation,Fully Paid,Jan-2015
10000,14.99,80500.0,2 years,C,OWN,debt_consolidation,Fully Paid,Jan-2015
32000,8.46,106000.0,10+ years,A,RENT,credit_card,Current,Aug-2018
14075,18.06,40000.0,10+ years,D,MORTGAGE,debt_consolidation,Fully Paid,May-2017
32000,5.32,100000.0,10+ years,A,MORTGAGE,credit_card,Fully Paid,Oct-2017
35000,16.91,85000.0,5 years,C,RENT,credit_card,Current,Oct-2018
15600,6.03,95000.0,5 years,A,MORTGAGE,debt_consolidation,Fully Paid,Jun-2014
7200,11.49,120000.0,10+ years,B,OWN,debt_consolidation,Fully Paid,Feb-2017
35000,20.99,92000.0,10+ years,E,MORTGAGE,debt_consolidation,Charged Off,Dec-2015
21250,22.95,65000.0,10+ years,F,MORTGAGE,debt_consolidation,Charged Off,Aug-2012
13575,10.99,36400.0,< 1 year,B,RENT,credit_card,Fully Paid,Mar-2014
15000,20.0,76000.0,10+ years,D,RENT,debt_consolidation,Current,Sep-2017
18000,13.49,90000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,Apr-2017
10000,8.24,120000.0,9 years,B,MORTGAGE,credit_card,Fully Paid,Dec-2016
30000,16.59,187000.0,9 years,D,RENT,debt_consolidation,Charged Off,Jan-2016
35000,14.16,80000.0,10+ years,C,RENT,debt_consolidation,Fully Paid,Mar-2014
35000,21.18,120000.0,10+ years,E,RENT,debt_consolidation,Fully Paid,Mar-2016
4000,16.14,52000.0,10+ years,C,RENT,credit_card,Late (31-120 days),Aug-2018
20000,9.76,70339.0,,B,OWN,debt_consolidation,Charged Off,Dec-2015
28000,7.89,100000.0,8 years,A,MORTGAGE,credit_card,Fully Paid,Feb-2016
25000,16.91,69000.0,,C,RENT,debt_consolidation,Current,Dec-2018
2500,6.99,60000.0,4 years,A,MORTGAGE,debt_consolidation,Fully Paid,Sep-2016
5300,14.08,70000.0,2 years,C,RENT,credit_card,Current,Feb-2018
33000,7.21,80000.0,10+ years,A,RENT,credit_card,Current,Jul-2018
23650,19.99,58000.0,< 1 year,E,RENT,debt_consolidation,Current,Jul-2015
10000,7.89,105000.0,1 year,A,OWN,debt_consolidation,Fully Paid,Aug-2015
13500,11.55,146729.0,10+ years,B,RENT,debt_consolidation,Current,Aug-2018
20000,9.17,70000.0,3 years,B,OWN,other,Fully Paid,Jul-2015
15000,14.08,52000.0,4 years,C,RENT,debt_consolidation,Fully Paid,Dec-2017
20000,14.48,100000.0,10+ years,C,MORTGAGE,credit_card,Charged Off,Dec-2015
19200,16.29,49000.0,9 years,D,MORTGAGE,other,Fully Paid,Mar-2016
12000,13.06,84000.0,< 1 year,C,MORTGAGE,other,Current,May-2018
7000,7.96,31200.0,3 years,A,OWN,other,Current,Apr-2018
18000,11.99,65000.0,,B,MORTGAGE,debt_consolidation,Fully Paid,Dec-2017
13500,17.97,57522.72,4 years,D,MORTGAGE,debt_consolidation,Fully Paid,Jul-2018
28000,11.8,115000.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Dec-2018
18000,21.0,71000.0,9 years,E,RENT,car,Fully Paid,May-2013
9600,18.49,32000.0,10+ years,E,OWN,debt_consolidation,Fully Paid,Dec-2015
5000,13.59,68500.0,10+ years,C,MORTGAGE,credit_card,Current,Jan-2018
10000,13.65,49000.0,10+ years,C,MORTGAGE,credit_card,Fully Paid,Apr-2014
15000,13.33,60000.0,10+ years,C,RENT,debt_consolidation,Fully Paid,Oct-2015
22000,15.02,50000.0,5 years,C,RENT,credit_card,Fully Paid,Nov-2018
16000,13.49,82000.0,10+ years,C,MORTGAGE,small_business,Charged Off,Apr-2017
10000,18.99,75600.0,,D,MORTGAGE,credit_card,Charged Off,Feb-2017
40000,10.49,120864.0,1 year,B,MORTGAGE,debt_consolidation,Current,Dec-2016
10000,11.99,75000.0,3 years,B,MORTGAGE,debt_consolidation,Fully Paid,Oct-2013
15000,11.99,64000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Jan-2014
15500,12.62,53450.0,10+ years,C,MORTGAGE,credit_card,Current,Jan-2018
10000,7.89,26000.0,2 years,A,MORTGAGE,debt_consolidation,Current,May-2016
10000,10.75,40000.0,3 years,B,RENT,debt_consolidation,Fully Paid,Mar-2016
5000,5.31,116000.0,10+ years,A,MORTGAGE,credit_card,Current,Jun-2018
30000,19.92,99970.0,6 years,D,MORTGAGE,home_improvement,Current,Aug-2018
7200,18.06,76810.0,10+ years,D,RENT,medical,Current,Aug-2017
17400,16.99,110000.0,< 1 year,D,RENT,other,Fully Paid,Jun-2014
10800,13.33,32000.0,1 year,C,OWN,debt_consolidation,Fully Paid,Aug-2015
3100,10.47,80000.0,10+ years,B,MORTGAGE,other,Current,Aug-2018
4425,6.62,80000.0,2 years,A,MORTGAGE,credit_card,Fully Paid,Apr-2014
19500,15.61,63500.0,10+ years,D,MORTGAGE,debt_consolidation,Charged Off,May-2015
20000,9.17,48000.0,,B,RENT,debt_consolidation,Fully Paid,Oct-2015
12100,15.61,65000.0,3 years,C,RENT,debt_consolidation,Fully Paid,Mar-2014
23000,13.59,50000.0,3 years,C,RENT,credit_card,Current,Jan-2018
26000,7.99,95000.0,2 years,A,MORTGAGE,debt_consolidation,Fully Paid,Aug-2016
4900,6.99,39000.0,2 years,A,MORTGAGE,debt_consolidation,Fully Paid,Dec-2014
5000,10.56,30000.0,5 years,B,OWN,credit_card,Current,Jun-2018
26000,10.75,88320.0,1 year,B,MORTGAGE,debt_consolidation,Current,Jun-2016
30000,5.31,130000.0,10+ years,A,MORTGAGE,medical,Current,Apr-2018
12000,9.17,135000.0,10+ years,B,MORTGAGE,credit_card,Fully Paid,Aug-2014
17600,6.72,80000.0,4 years,A,MORTGAGE,credit_card,Current,Jan-2018
35000,21.45,55000.0,10+ years,D,RENT,debt_consolidation,Fully Paid,Dec-2017
35000,18.24,200000.0,10+ years,D,MORTGAGE,debt_consolidation,Fully Paid,Jul-2014
9000,11.67,30000.0,10+ years,B,RENT,credit_card,Fully Paid,Oct-2014
2300,16.91,134000.0,10+ years,C,RENT,credit_card,Current,Jul-2018
16000,7.9,60000.0,5 years,A,MORTGAGE,debt_consolidation,Fully Paid,Aug-2013
10000,12.98,52000.0,5 years,B,OWN,debt_consolidation,Current,Dec-2018
35000,17.47,85000.0,10+ years,D,MORTGAGE,debt_consolidation,Charged Off,Jun-2018
18000,9.93,34560.0,1 year,B,RENT,small_business,Current,Dec-2017
2000,11.98,24000.0,10+ years,B,RENT,moving,Current,Apr-2018
1500,16.99,90000.0,10+ years,D,MORTGAGE,other,Fully Paid,Dec-2016
12000,17.86,95000.0,8 years,D,MORTGAGE,debt_consolidation,Charged Off,Mar-2015
6025,8.99,65000.0,9 years,B,MORTGAGE,vacation,Fully Paid,Jul-2016
9475,15.61,30619.0,,D,RENT,credit_card,Fully Paid,Jul-2014
5600,8.9,42000.0,2 years,A,RENT,debt_consolidation,Fully Paid,Sep-2012
12000,10.49,63000.0,2 years,B,OWN,credit_card,Current,Oct-2016
12000,12.59,95000.0,3 years,C,RENT,credit_card,Charged Off,Nov-2015
4400,10.91,29000.0,< 1 year,B,RENT,credit_card,In Grace Period,Jun-2017
18000,21.49,67000.0,8 years,D,MORTGAGE,debt_consolidation,Charged Off,Jun-2016
2000,16.14,65000.0,8 years,C,MORTGAGE,other,Current,Dec-2018
6000,5.32,105000.0,9 years,A,RENT,debt_consolidation,Current,Sep-2017
26425,16.49,53000.0,10+ years,D,MORTGAGE,credit_card,Fully Paid,Jan-2015
16000,18.49,94837.0,10+ years,D,RENT,debt_consolidation,Fully Paid,Aug-2012
15150,7.97,73900.0,2 years,A,MORTGAGE,credit_card,Fully Paid,Jan-2018
13000,9.17,105000.0,10+ years,B,MORTGAGE,credit_card,Fully Paid,Oct-2015
8000,6.03,56000.0,10+ years,A,RENT,debt_consolidation,Fully Paid,Aug-2014
14750,10.75,70000.0,< 1 year,B,RENT,debt_consolidation,Current,May-2016
6000,15.04,25000.0,2 years,C,OWN,debt_consolidation,Current,May-2018
35000,13.99,275000.0,2 years,C,MORTGAGE,credit_card,Fully Paid,Oct-2015
10000,13.59,52000.0,1 year,C,RENT,major_purchase,Fully Paid,Jan-2018
30000,7.21,98113.0,< 1 year,A,RENT,credit_card,Current,Oct-2018
8000,11.44,35000.0,3 years,B,RENT,credit_card,Current,Jan-2017
25000,13.44,94000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Jan-2016
17175,16.02,75000.0,4 years,C,RENT,debt_consolidation,Fully Paid,Feb-2018
35000,17.57,108000.0,< 1 year,D,RENT,debt_consolidation,Fully Paid,Dec-2015
4800,7.56,60000.0,< 1 year,A,RENT,debt_consolidation,Current,Nov-2018
8225,22.35,46000.0,4 years,D,RENT,credit_card,Current,Jul-2018
8500,10.99,43000.0,1 year,B,MORTGAGE,debt_consolidation,Fully Paid,Jun-2014
6600,9.93,46800.0,3 years,B,RENT,credit_card,Fully Paid,Oct-2017
4200,12.39,30000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Jan-2015
4600,8.46,14405.0,,A,RENT,credit_card,Current,Jul-2018
27350,10.41,27500.0,6 years,B,RENT,medical,Current,Apr-2018
20000,17.99,80000.0,7 years,D,MORTGAGE,debt_consolidation,Charged Off,Dec-2016
18000,15.61,50000.0,< 1 year,D,RENT,debt_consolidation,Fully Paid,Jun-2015
7000,6.89,35000.0,,A,MORTGAGE,credit_card,Charged Off,Oct-2015
8500,16.99,25000.0,,D,RENT,debt_consolidation,Fully Paid,Sep-2016
28000,13.53,89000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Jan-2014
9000,7.96,56000.0,2 years,A,RENT,credit_card,Current,Mar-2018
3000,11.99,29000.0,,B,OWN,home_improvement,Current,Aug-2017
35000,18.49,104999.0,10+ years,D,RENT,credit_card,Charged Off,Jan-2016
23500,11.98,49000.0,6 years,B,MORTGAGE,debt_consolidation,Current,Mar-2018
36000,7.46,52000.0,3 years,A,RENT,debt_consolidation,Current,Jun-2018
6500,10.99,55000.0,7 years,B,MORTGAGE,credit_card,Fully Paid,Jan-2014
9600,13.56,24000.0,< 1 year,C,RENT,debt_consolidation,Current,Oct-2018
35000,21.67,120000.0,5 years,E,OWN,other,Fully Paid,Apr-2015
14425,14.99,43268.0,7 years,C,MORTGAGE,debt_consolidation,Fully Paid,Nov-2014
30000,17.97,63600.0,5 years,D,MORTGAGE,debt_consolidation,Current,Sep-2018
15000,11.05,33180.0,,B,RENT,debt_consolidation,Fully Paid,Jun-2018
14400,19.42,30000.0,10+ years,D,RENT,credit_card,Charged Off,Mar-2018
14000,14.98,140000.0,10+ years,C,OWN,debt_consolidation,Fully Paid,Feb-2014
1500,6.49,120000.0,10+ years,A,MORTGAGE,major_purchase,Fully Paid,Jun-2014
30000,8.81,167700.0,7 years,A,RENT,debt_consolidation,Current,Dec-2018
13000,7.96,55000.0,2 years,A,RENT,credit_card,Current,Apr-2018
7200,13.56,25000.0,10+ years,C,RENT,debt_consolidation,Current,Aug-2018
35000,11.99,125000.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Aug-2017
17150,6.11,165000.0,< 1 year,A,MORTGAGE,debt_consolidation,Current,Oct-2018
11075,16.01,49000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Apr-2018
5000,12.74,41000.0,3 years,C,MORTGAGE,home_improvement,Current,Dec-2016
10000,10.15,101000.0,7 years,B,MORTGAGE,home_improvement,Fully Paid,Oct-2014
9800,5.32,160000.0,5 years,A,MORTGAGE,debt_consolidation,Fully Paid,Mar-2017
7000,11.59,64008.0,4 years,C,RENT,car,Does not meet the credit policy. Status:Charged Off,Jul-2008
7000,15.88,46800.0,6 years,C,RENT,debt_consolidation,Fully Paid,Aug-2013
24000,13.06,60000.0,9 years,C,OWN,debt_consolidation,Current,Jun-2018
10200,11.99,100000.0,2 years,B,MORTGAGE,debt_consolidation,Fully Paid,Apr-2014
3500,10.56,59000.0,4 years,B,MORTGAGE,debt_consolidation,Current,Jun-2018
2000,15.31,37000.0,8 years,C,RENT,car,Fully Paid,Feb-2016
7000,7.99,60000.0,10+ years,A,MORTGAGE,credit_card,Fully Paid,Sep-2016
30000,8.18,110000.0,3 years,B,OWN,credit_card,Fully Paid,Aug-2015
17000,9.93,65000.0,4 years,B,MORTGAGE,debt_consolidation,Current,Jul-2017
8050,24.08,27000.0,8 years,F,OWN,debt_consolidation,Fully Paid,Oct-2014
20000,16.29,45000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Jan-2013
8000,11.44,74000.0,10+ years,B,RENT,home_improvement,Fully Paid,Nov-2014
21000,14.99,75000.0,10+ years,C,RENT,debt_consolidation,Current,Oct-2014
20000,13.98,48000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Sep-2014
8500,7.89,32000.0,,A,OWN,debt_consolidation,Fully Paid,Jun-2015
10000,11.99,95000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Aug-2017
21150,16.91,65000.0,10+ years,C,RENT,credit_card,Current,Nov-2018
11200,15.99,72100.0,6 years,C,MORTGAGE,home_improvement,Current,Nov-2016
25000,5.32,70000.0,5 years,A,MORTGAGE,credit_card,Fully Paid,Mar-2016
10000,14.08,80000.0,2 years,C,RENT,small_business,Current,May-2017
17250,21.49,55000.0,10+ years,D,MORTGAGE,debt_consolidation,Current,Jul-2016
6500,7.21,50000.0,< 1 year,A,OWN,debt_consolidation,Current,Sep-2018
28000,6.89,108000.0,5 years,A,RENT,debt_consolidation,Fully Paid,Sep-2015
19200,7.84,84000.0,6 years,A,OWN,debt_consolidation,Current,Aug-2018
30000,7.34,115000.0,10+ years,A,MORTGAGE,debt_consolidation,Current,Apr-2018
10000,16.29,40000.0,10+ years,D,MORTGAGE,debt_consolidation,Charged Off,May-2016
20000,10.42,102400.0,4 years,B,MORTGAGE,debt_consolidation,Current,Nov-2017
4000,12.74,60000.0,3 years,C,RENT,debt_consolidation,Current,Jan-2017
12000,10.41,58000.0,,B,MORTGAGE,debt_consolidation,Current,Mar-2018
21000,8.9,144000.0,8 years,A,RENT,debt_consolidation,Fully Paid,Feb-2014
25000,10.08,70000.0,1 year,B,RENT,credit_card,Current,Jul-2018
5000,10.91,36000.0,4 years,B,RENT,debt_consolidation,Current,Oct-2017
7500,11.53,120000.0,7 years,B,MORTGAGE,credit_card,Fully Paid,Aug-2015
3000,15.05,21000.0,,C,MORTGAGE,other,Current,May-2017
18000,14.07,38000.0,10+ years,C,RENT,debt_consolidation,Current,Apr-2018
20000,13.99,55000.0,10+ years,C,OWN,debt_consolidation,Fully Paid,Oct-2015
3025,17.47,62000.0,7 years,D,MORTGAGE,credit_card,Fully Paid,May-2018
15000,8.39,62000.0,1 year,A,RENT,debt_consolidation,Fully Paid,Aug-2014
18000,12.79,102000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,Aug-2016
11300,9.99,43500.0,< 1 year,B,RENT,debt_consolidation,Fully Paid,Oct-2013
7500,12.29,97500.0,3 years,C,RENT,other,Fully Paid,Jul-2015
28000,9.44,340000.0,2 years,B,MORTGAGE,credit_card,Current,Aug-2017
6000,10.41,109000.0,9 years,B,MORTGAGE,home_improvement,Current,Mar-2018
5000,11.44,60000.0,,B,MORTGAGE,debt_consolidation,Fully Paid,Feb-2015
10000,6.49,52000.0,1 year,A,OWN,credit_card,Fully Paid,Jan-2015
8000,15.99,81000.0,10+ years,C,RENT,debt_consolidation,Fully Paid,Oct-2016
8500,10.99,40000.0,10+ years,B,OWN,major_purchase,Fully Paid,Jul-2015
6175,14.46,48000.0,7 years,C,MORTGAGE,debt_consolidation,Fully Paid,Mar-2016
5000,12.39,38000.0,7 years,C,OWN,debt_consolidation,Fully Paid,Jan-2015
6000,7.21,60000.0,2 years,A,MORTGAGE,credit_card,Fully Paid,Jul-2017
20000,15.02,115000.0,5 years,C,MORTGAGE,debt_consolidation,Current,Oct-2018
15000,13.99,80000.0,3 years,C,RENT,major_purchase,Charged Off,Feb-2017
10000,9.44,42000.0,4 years,B,RENT,debt_consolidation,Current,Dec-2017
6500,6.03,46150.0,6 years,A,MORTGAGE,other,Fully Paid,Nov-2011
16000,13.99,57000.0,6 years,C,RENT,other,Current,Aug-2015
10000,17.57,54635.0,10+ years,D,MORTGAGE,home_improvement,Fully Paid,Jul-2014
14000,14.65,184400.0,< 1 year,C,MORTGAGE,small_business,Fully Paid,Jul-2015
15850,15.61,45000.0,10+ years,C,MORTGAGE,credit_card,Fully Paid,Mar-2014
3900,9.17,38000.0,9 years,B,RENT,debt_consolidation,Fully Paid,Jul-2015
10000,16.02,70000.0,6 years,C,RENT,credit_card,Current,Jun-2017
3000,8.99,90000.0,10+ years,B,OWN,credit_card,Current,Aug-2016
30000,16.02,68000.0,2 years,C,RENT,debt_consolidation,Charged Off,Aug-2017
3600,9.17,48300.0,6 years,B,MORTGAGE,home_improvement,Fully Paid,Jan-2016
12800,14.48,71000.0,10+ years,C,OWN,credit_card,Current,Dec-2015
18000,15.31,60000.0,< 1 year,C,RENT,credit_card,Current,Feb-2016
5000,11.49,85000.0,1 year,B,RENT,moving,Fully Paid,Oct-2016
4800,10.08,41000.0,4 years,B,RENT,debt_consolidation,Current,Sep-2018
8000,9.76,29120.0,1 year,B,RENT,credit_card,Fully Paid,Dec-2015
16000,18.49,59800.0,2 years,D,RENT,credit_card,Fully Paid,Oct-2012
40000,17.47,95000.0,10+ years,D,RENT,debt_consolidation,Current,Apr-2018
23100,21.97,90000.0,1 year,E,MORTGAGE,debt_consolidation,Charged Off,Apr-2016
40000,16.02,58000.0,< 1 year,C,MORTGAGE,debt_consolidation,Current,Jul-2017
35000,14.65,175000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Sep-2015
15000,6.72,92000.0,5 years,A,MORTGAGE,credit_card,Current,Nov-2017
15000,9.75,98000.0,7 years,B,OWN,credit_card,Charged Off,May-2016
7000,15.61,81500.0,5 years,C,RENT,debt_consolidation,Fully Paid,Jan-2014
18000,21.45,45000.0,3 years,D,RENT,debt_consolidation,Current,Jan-2018
15275,18.06,50000.0,5 years,D,MORTGAGE,debt_consolidation,Fully Paid,Oct-2017
10000,7.24,71000.0,5 years,A,MORTGAGE,home_improvement,Fully Paid,Mar-2017
17675,20.99,52000.0,5 years,E,MORTGAGE,debt_consolidation,Fully Paid,Jul-2015
11000,18.45,52000.0,2 years,D,RENT,credit_card,Current,Feb-2018
2925,14.49,9171.0,,C,RENT,debt_consolidation,Current,Oct-2016
10000,13.67,50000.0,4 years,C,RENT,debt_consolidation,Fully Paid,Mar-2016
20000,10.42,78966.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Dec-2017
5000,15.59,95000.0,1 year,C,MORTGAGE,debt_consolidation,Fully Paid,Sep-2016
11000,7.89,78000.0,9 years,A,RENT,debt_consolidation,Fully Paid,Jul-2015
17800,22.99,60000.0,,F,MORTGAGE,debt_consolidation,Charged Off,Aug-2015
9000,7.35,53000.0,10+ years,A,OWN,debt_consolidation,Current,Feb-2018
11000,12.61,95000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,Apr-2018
9000,23.4,41600.0,2 years,E,RENT,debt_consolidation,Current,Dec-2018
24000,7.21,160000.0,10+ years,A,MORTGAGE,credit_card,Current,Aug-2017
16500,18.99,74000.0,10+ years,D,MORTGAGE,debt_consolidation,Charged Off,Feb-2016
7000,8.19,39360.0,1 year,A,RENT,debt_consolidation,Fully Paid,Nov-2014
22400,6.68,200000.0,10+ years,A,MORTGAGE,home_improvement,Fully Paid,Mar-2015
25000,15.61,100000.0,1 year,C,MORTGAGE,debt_consolidation,Fully Paid,Feb-2014
27775,15.04,88000.0,9 years,C,MORTGAGE,home_improvement,Fully Paid,Mar-2018
16000,5.32,76900.0,< 1 year,A,RENT,debt_consolidation,Fully Paid,Jun-2017
6000,9.16,77000.0,1 year,B,MORTGAGE,debt_consolidation,Charged Off,Mar-2016
5000,8.39,132000.0,6 years,B,MORTGAGE,debt_consolidation,Fully Paid,Feb-2016
12000,10.41,55000.0,3 years,B,RENT,debt_consolidation,Current,Mar-2018
1500,8.81,80000.0,2 years,A,RENT,credit_card,Current,Nov-2018
30000,14.99,130000.0,9 years,C,OWN,debt_consolidation,Fully Paid,Mar-2017
25000,10.91,70000.0,6 years,B,OWN,debt_consolidation,Fully Paid,Jan-2018
8000,10.99,36000.0,2 years,B,RENT,debt_consolidation,Fully Paid,Oct-2015
22000,7.34,90000.0,10+ years,A,OWN,debt_consolidation,Current,May-2018
18000,24.49,90636.0,4 years,E,MORTGAGE,other,Charged Off,Sep-2016
35000,9.99,125000.0,< 1 year,B,MORTGAGE,debt_consolidation,Fully Paid,Mar-2015
15000,12.29,60000.0,10+ years,C,RENT,debt_consolidation,Fully Paid,Sep-2015
17500,11.14,90000.0,10+ years,B,RENT,credit_card,Fully Paid,Feb-2013
5000,20.0,60000.0,10+ years,D,MORTGAGE,other,Fully Paid,Jan-2018
13000,7.46,65000.0,3 years,A,RENT,credit_card,Current,Jun-2018
24500,17.57,49000.0,8 years,D,MORTGAGE,debt_consolidation,Charged Off,May-2015
35000,13.99,91700.0,5 years,C,RENT,debt_consolidation,Current,Jan-2017
10000,10.75,45000.0,10+ years,B,OWN,credit_card,Charged Off,Apr-2016
12000,7.62,66000.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,Aug-2013
16000,10.99,66000.0,9 years,B,OWN,debt_consolidation,Fully Paid,Jul-2015
