loan_amnt,int_rate,annual_inc,emp_length,grade,home_ownership,purpose,loan_status,issue_d,dti
24000,13.67,120000.0,1,B,MORTGAGE,home_improvement,non_default,2012-04-01,9.33
8000,11.99,67000.0,6,C,RENT,debt_consolidation,non_default,2016-05-01,25.78
6000,10.49,35000.0,1,B,RENT,credit_card,non_default,2015-01-01,30.45
8000,11.49,30000.0,Unknown,B,MORTGAGE,debt_consolidation,non_default,2017-03-01,13.84
8250,14.46,51000.0,10,C,MORTGAGE,debt_consolidation,default,2016-03-01,17.91
20000,5.32,130000.0,10,A,OWN,debt_consolidation,non_default,2017-05-01,9.95
3600,12.29,25000.0,2,C,RENT,credit_card,non_default,2015-06-01,7.54
20000,10.99,66000.0,6,B,MORTGAGE,medical,non_default,2016-09-01,6.98
6000,11.49,58000.0,10,B,RENT,credit_card,non_default,2017-04-01,6.79
18000,17.86,52000.0,7,D,MORTGAGE,debt_consolidation,default,2015-12-01,16.34
18550,8.9,41675.0,Unknown,A,OWN,debt_consolidation,default,2013-08-01,26.21
10000,16.02,48000.0,Unknown,C,OWN,debt_consolidation,non_default,2017-06-01,28.2
24000,16.29,80000.0,0,D,RENT,debt_consolidation,non_default,2014-10-01,14.4
12000,14.31,28000.0,2,C,RENT,debt_consolidation,non_default,2014-11-01,26.62
32000,12.99,115000.0,8,C,RENT,vacation,default,2016-03-01,23.68
14400,8.9,70000.0,1,A,RENT,debt_consolidation,non_default,2014-01-01,9.69
16000,12.74,95000.0,1,C,RENT,credit_card,non_default,2017-03-01,16.47
35000,23.63,105000.0,10,F,MORTGAGE,debt_consolidation,non_default,2012-12-01,5.07
35000,18.99,160000.0,0,E,OWN,credit_card,non_default,2014-09-01,17.02
15100,19.89,42000.0,1,E,RENT,debt_consolidation,default,2016-01-01,32.0
12500,11.99,57500.0,9,B,MORTGAGE,debt_consolidation,non_default,2015-02-01,23.23
25000,18.25,70000.0,10,E,RENT,credit_card,non_default,2015-08-01,36.04
8000,9.49,74500.0,10,B,MORTGAGE,debt_consolidation,non_default,2015-01-01,25.53
6000,14.49,45500.0,10,C,RENT,debt_consolidation,non_default,2016-10-01,22.55
18450,19.52,42000.0,0,E,RENT,credit_card,default,2014-07-01,20.44
17500,8.39,102000.0,10,A,MORTGAGE,debt_consolidation,non_default,2014-06-01,12.48
3000,8.46,250000.0,0,A,OWN,debt_consolidation,non_default,2018-10-01,9.1
25000,7.99,100000.0,10,A,MORTGAGE,debt_consolidation,non_default,2016-11-01,23.4
17500,13.11,39811.2,2,B,RENT,debt_consolidation,non_default,2013-05-01,9.83
15000,6.03,72000.0,10,A,MORTGAGE,car,default,2012-10-01,18.46
21000,6.03,125000.0,3,A,OWN,credit_card,default,2014-12-01,22.34
14000,5.32,92000.0,6,A,MORTGAGE,debt_consolidation,non_default,2016-01-01,10.79
14400,12.29,105000.0,5,C,RENT,credit_card,non_default,2015-07-01,6.67
7500,11.53,40000.0,1,B,MORTGAGE,debt_consolidation,default,2015-08-01,5.0
8500,5.42,44000.0,4,A,RENT,debt_consolidation,non_default,2011-06-01,4.36
28000,16.02,250000.0,3,C,MORTGAGE,debt_consolidation,non_default,2017-06-01,7.98
16000,9.17,95000.0,4,B,RENT,debt_consolidation,non_default,2015-10-01,4.61
19800,19.47,45000.0,0,D,MORTGAGE,home_improvement,non_default,2014-04-01,12.32
17600,10.99,82000.0,10,B,MORTGAGE,debt_consolidation,non_default,2015-07-01,20.72
13625,17.57,40140.0,1,D,RENT,debt_consolidation,default,2014-11-01,22.99
28000,14.47,89000.0,10,C,OWN,debt_consolidation,non_default,2018-07-01,23.72
24000,9.44,160000.0,8,B,MORTGAGE,debt_consolidation,non_default,2017-07-01,11.1
15000,14.65,157000.0,4,C,RENT,debt_consolidation,non_default,2015-05-01,19.02
5000,6.99,14000.0,Unknown,A,RENT,debt_consolidation,non_default,2015-01-01,11.92
35000,17.57,80000.0,8,D,OWN,home_improvement,default,2015-10-01,5.97
15000,13.33,35000.0,2,C,MORTGAGE,debt_consolidation,non_default,2015-07-01,34.69
11200,13.99,70000.0,1,C,RENT,debt_consolidation,non_default,2016-08-01,11.38
12000,13.33,110000.0,10,C,MORTGAGE,debt_consolidation,non_default,2015-06-01,21.74
10000,11.14,41000.0,9,B,MORTGAGE,home_improvement,non_default,2013-01-01,14.02
12000,28.69,34000.0,2,F,MORTGAGE,debt_consolidation,non_default,2017-01-01,21.5
8000,23.4,71991.0,4,E,MORTGAGE,debt_consolidation,non_default,2018-12-01,35.56
10000,20.2,34440.0,2,D,RENT,credit_card,non_default,2013-10-01,31.71
18000,13.98,72000.0,1,C,MORTGAGE,credit_card,non_default,2014-07-01,11.35
18225,18.25,70000.0,2,D,MORTGAGE,debt_consolidation,non_default,2013-08-01,7.92
3000,14.64,25000.0,8,C,OWN,debt_consolidation,non_default,2014-03-01,31.16
10000,10.37,30720.0,6,B,RENT,debt_consolidation,non_default,2011-04-01,17.58
36000,12.61,125000.0,0,C,OWN,debt_consolidation,non_default,2018-03-01,18.83
2500,8.39,41000.0,5,B,RENT,credit_card,non_default,2016-03-01,3.63
16725,13.33,65000.0,Unknown,C,MORTGAGE,credit_card,non_default,2015-08-01,38.22
10000,7.29,39500.0,0,A,OWN,debt_consolidation,non_default,2011-03-01,17.44
35000,17.86,140000.0,2,D,RENT,debt_consolidation,non_default,2015-02-01,25.02
10000,10.64,127000.0,10,B,MORTGAGE,debt_consolidation,non_default,2015-12-01,20.3
20000,12.12,70000.0,5,B,RENT,other,non_default,2012-02-01,17.38
7500,6.24,95000.0,5,A,MORTGAGE,home_improvement,non_default,2015-07-01,23.17
10000,12.59,45000.0,10,C,MORTGAGE,debt_consolidation,non_default,2015-11-01,13.89
27300,16.99,65000.0,10,D,MORTGAGE,debt_consolidation,non_default,2016-11-01,21.69
35000,12.39,76000.0,8,C,MORTGAGE,credit_card,non_default,2015-01-01,26.81
5600,10.99,17388.0,Unknown,B,RENT,debt_consolidation,default,2015-08-01,16.43
18225,21.49,48000.0,10,D,RENT,debt_consolidation,non_default,2016-07-01,12.18
23800,7.89,67758.0,9,A,RENT,debt_consolidation,non_default,2015-03-01,17.94
18000,11.22,67000.0,10,B,MORTGAGE,debt_consolidation,non_default,2015-12-01,7.86
18000,16.99,78000.0,10,D,MORTGAGE,debt_consolidation,default,2014-10-01,39.46
17000,10.07,92000.0,10,B,RENT,debt_consolidation,non_default,2018-05-01,7.4
35000,19.24,182000.0,5,E,OWN,home_improvement,non_default,2015-01-01,9.45
20000,14.46,77000.0,10,C,MORTGAGE,debt_consolidation,non_default,2016-02-01,20.75
10375,14.33,29750.0,5,C,RENT,debt_consolidation,non_default,2012-07-01,26.42
21000,12.99,110000.0,10,C,MORTGAGE,debt_consolidation,default,2016-02-01,18.71
9600,6.03,53000.0,10,A,MORTGAGE,credit_card,non_default,2014-07-01,27.45
13900,13.44,80000.0,6,C,MORTGAGE,debt_consolidation,non_default,2016-01-01,34.47
5000,11.47,39000.0,10,B,MORTGAGE,home_improvement,default,2016-02-01,22.71
12600,13.35,77000.0,3,C,MORTGAGE,debt_consolidation,default,2014-10-01,24.55
16000,9.99,160000.0,10,B,MORTGAGE,debt_consolidation,non_default,2013-09-01,6.05
10300,14.33,29500.0,0,C,RENT,debt_consolidation,non_default,2013-06-01,26.44
8000,18.06,62000.0,10,D,MORTGAGE,credit_card,default,2017-08-01,30.78
5000,7.89,41000.0,6,A,MORTGAGE,debt_consolidation,non_default,2016-05-01,6.9
15000,10.99,95000.0,3,B,MORTGAGE,debt_consolidation,non_default,2015-03-01,18.29
10000,7.62,49800.0,10,A,RENT,debt_consolidation,non_default,2012-11-01,15.93
1500,6.03,50000.0,10,A,MORTGAGE,major_purchase,non_default,2012-07-01,22.01
6000,12.88,80000.0,10,C,MORTGAGE,car,non_default,2016-01-01,17.21
35000,23.99,105000.0,3,E,MORTGAGE,home_improvement,non_default,2017-03-01,10.42
4000,12.62,70000.0,7,C,RENT,debt_consolidation,non_default,2017-08-01,4.61
4500,9.17,23200.0,Unknown,B,RENT,credit_card,default,2015-10-01,33.16
15800,20.5,80000.0,2,E,RENT,small_business,default,2016-01-01,15.89
10000,9.75,55000.0,3,B,MORTGAGE,debt_consolidation,non_default,2016-03-01,14.73
20000,15.8,88000.0,10,C,MORTGAGE,debt_consolidation,non_default,2012-09-01,21.4
30000,5.32,135000.0,2,A,MORTGAGE,debt_consolidation,non_default,2017-06-01,7.1
4500,7.89,53372.0,10,A,RENT,debt_consolidation,non_default,2016-06-01,10.75
6000,10.99,45000.0,10,B,MORTGAGE,debt_consolidation,non_default,2015-06-01,24.88
10800,14.91,69996.0,3,D,RENT,debt_consolidation,non_default,2011-03-01,7.49
25000,11.71,87500.0,4,B,RENT,moving,non_default,2011-12-01,1.66
5200,9.71,35000.0,5,B,RENT,credit_card,non_default,2013-08-01,6.87
6000,9.75,42000.0,5,B,OWN,debt_consolidation,default,2016-05-01,12.34
13000,10.49,65000.0,5,B,MORTGAGE,credit_card,non_default,2015-01-01,39.83
12000,13.98,45000.0,1,C,MORTGAGE,debt_consolidation,non_default,2013-12-01,12.16
17200,12.39,41184.0,10,C,MORTGAGE,credit_card,default,2014-11-01,17.89
3600,10.99,40000.0,10,B,RENT,debt_consolidation,non_default,2016-09-01,19.02
7400,19.53,44000.0,3,D,MORTGAGE,debt_consolidation,default,2016-03-01,17.89
10000,12.35,40000.0,7,B,RENT,credit_card,non_default,2013-07-01,26.61
7750,12.99,41000.0,7,B,RENT,debt_consolidation,non_default,2013-10-01,18.47
3000,13.99,107000.0,6,C,MORTGAGE,debt_consolidation,non_default,2017-05-01,8.21
28000,17.27,91000.0,10,D,MORTGAGE,home_improvement,non_default,2016-02-01,22.06
5575,11.99,21000.0,Unknown,C,OWN,debt_consolidation,non_default,2016-02-01,26.22
20000,8.39,85000.0,10,B,MORTGAGE,debt_consolidation,non_default,2016-05-01,18.04
7200,16.29,75004.8,7,C,MORTGAGE,other,non_default,2012-11-01,14.66
5700,10.99,18000.0,6,B,RENT,credit_card,non_default,2014-04-01,21.8
20000,15.31,113000.0,4,C,RENT,credit_card,non_default,2012-02-01,20.7
10000,7.39,68000.0,10,A,RENT,debt_consolidation,default,2016-05-01,17.08
2100,18.49,41000.0,5,D,MORTGAGE,major_purchase,non_default,2013-06-01,10.51
9600,19.2,42000.0,4,D,RENT,debt_consolidation,non_default,2013-10-01,11.6
8000,6.92,24000.0,8,A,RENT,credit_card,non_default,2015-05-01,29.7
7225,12.35,41000.0,7,B,OWN,debt_consolidation,non_default,2013-07-01,21.6
4775,12.29,72000.0,2,C,MORTGAGE,debt_consolidation,non_default,2015-10-01,21.77
7000,14.08,26000.0,3,C,MORTGAGE,credit_card,non_default,2017-10-01,12.56
6000,10.15,41600.0,10,B,RENT,debt_consolidation,non_default,2014-06-01,18.29
18000,14.65,38000.0,7,C,MORTGAGE,home_improvement,non_default,2015-06-01,5.94
24000,15.31,49000.0,10,C,MORTGAGE,credit_card,non_default,2016-02-01,18.3
18000,8.18,50000.0,7,B,MORTGAGE,debt_consolidation,default,2015-08-01,23.14
12000,6.49,50000.0,5,A,MORTGAGE,credit_card,non_default,2016-03-01,31.54
9000,13.23,58000.0,2,C,MORTGAGE,debt_consolidation,non_default,2010-09-01,17.54
6400,10.49,65000.0,6,B,RENT,debt_consolidation,non_default,2016-08-01,10.49
5000,16.99,51000.0,10,D,RENT,other,non_default,2016-12-01,28.8
12500,7.49,265000.0,10,A,RENT,major_purchase,non_default,2016-01-01,0.55
11625,10.16,57900.0,2,B,MORTGAGE,credit_card,default,2013-03-01,19.09
19875,14.33,62000.0,0,C,MORTGAGE,debt_consolidation,non_default,2015-11-01,38.27
6000,11.99,70000.0,10,C,RENT,debt_consolidation,non_default,2016-01-01,8.06
16000,6.92,52000.0,10,A,RENT,debt_consolidation,non_default,2015-04-01,14.14
32300,15.88,92000.0,4,C,MORTGAGE,credit_card,non_default,2013-08-01,14.62
20000,12.29,120000.0,10,C,RENT,car,non_default,2015-07-01,3.57
12000,7.24,65000.0,10,A,MORTGAGE,debt_consolidation,default,2017-03-01,21.86
13200,13.49,30000.0,4,C,OWN,credit_card,non_default,2017-02-01,12.04
26500,12.99,60000.0,4,B,MORTGAGE,credit_card,default,2013-10-01,4.38
10525,18.99,29384.0,Unknown,E,MORTGAGE,credit_card,default,2014-07-01,20.17
12800,12.62,69612.0,3,C,RENT,credit_card,non_default,2017-06-01,33.65
31675,13.44,66000.0,10,C,MORTGAGE,debt_consolidation,non_default,2016-01-01,24.84
12000,10.15,50000.0,10,B,MORTGAGE,credit_card,non_default,2014-10-01,27.69
2500,16.55,65000.0,10,D,MORTGAGE,small_business,non_default,2015-09-01,27.73
31300,10.16,70572.0,10,B,MORTGAGE,credit_card,non_default,2012-11-01,22.26
15000,14.99,65000.0,10,C,MORTGAGE,debt_consolidation,non_default,2017-02-01,28.42
2800,18.99,32640.0,Unknown,D,OWN,debt_consolidation,non_default,2016-05-01,38.49
5000,12.62,90000.0,10,C,RENT,debt_consolidation,non_default,2017-12-01,9.79
8000,18.49,80000.0,3,D,OWN,debt_consolidation,non_default,2013-01-01,24.9
6000,9.75,36000.0,4,B,MORTGAGE,debt_consolidation,non_default,2016-04-01,4.4
35000,12.99,95000.0,10,C,MORTGAGE,debt_consolidation,non_default,2016-02-01,22.98
5000,11.22,65000.0,1,B,OWN,home_improvement,non_default,2015-12-01,8.64
20000,6.49,80000.0,1,A,RENT,debt_consolidation,non_default,2014-07-01,11.43
2425,17.57,35000.0,9,D,MORTGAGE,other,non_default,2014-04-01,18.93
7500,12.49,35000.0,10,B,RENT,debt_consolidation,non_default,2014-07-01,32.1
13500,10.99,72000.0,10,B,MORTGAGE,debt_consolidation,non_default,2014-08-01,22.13
9000,18.92,44000.0,10,D,RENT,debt_consolidation,default,2014-03-01,13.56
11025,23.99,96000.0,3,E,MORTGAGE,credit_card,non_default,2016-06-01,46.23
11200,16.29,72000.0,10,C,MORTGAGE,credit_card,non_default,2013-05-01,15.53
10000,10.99,29120.0,5,B,MORTGAGE,debt_consolidation,default,2014-07-01,15.79
27100,9.8,110000.0,10,B,MORTGAGE,debt_consolidation,non_default,2016-01-01,12.43
9600,11.53,38000.0,0,B,RENT,debt_consolidation,default,2015-04-01,3.32
3000,12.49,60000.0,9,B,RENT,credit_card,default,2014-10-01,13.22
14000,13.99,58000.0,4,C,RENT,debt_consolidation,default,2015-07-01,23.09
30000,12.12,100000.0,9,B,RENT,debt_consolidation,default,2012-08-01,18.73
24200,9.16,60500.0,10,B,RENT,debt_consolidation,default,2016-03-01,15.35
18000,7.89,63600.0,10,A,MORTGAGE,debt_consolidation,non_default,2015-10-01,17.04
12800,9.99,71000.0,5,B,RENT,debt_consolidation,non_default,2015-11-01,26.07
8000,8.19,40000.0,10,A,MORTGAGE,debt_consolidation,non_default,2015-01-01,21.45
2800,12.69,25000.0,2,C,RENT,other,non_default,2015-07-01,23.67
6000,6.49,16656.0,Unknown,A,OWN,credit_card,default,2016-06-01,22.98
21000,12.29,50000.0,8,C,MORTGAGE,other,non_default,2015-11-01,19.56
8500,9.16,48000.0,3,B,RENT,debt_consolidation,non_default,2016-02-01,15.03
32000,26.24,145000.0,5,E,MORTGAGE,credit_card,non_default,2017-04-01,30.32
15000,18.49,200000.0,4,D,MORTGAGE,other,non_default,2013-06-01,13.55
14325,19.24,40000.0,8,E,RENT,debt_consolidation,non_default,2015-01-01,35.55
30000,13.99,95500.0,10,C,MORTGAGE,debt_consolidation,non_default,2015-10-01,21.07
5000,9.93,82000.0,6,B,RENT,debt_consolidation,non_default,2017-08-01,8.22
8000,13.49,42000.0,4,C,RENT,credit_card,non_default,2016-08-01,24.17
21000,7.35,160000.0,6,A,MORTGAGE,debt_consolidation,non_default,2017-07-01,21.15
20000,12.05,147000.0,10,C,MORTGAGE,credit_card,non_default,2015-11-01,21.0
6000,11.14,34000.0,Unknown,B,RENT,credit_card,non_default,2013-03-01,3.75
4800,8.18,45000.0,10,B,RENT,credit_card,non_default,2015-08-01,16.35
13000,10.99,60000.0,0,B,MORTGAGE,credit_card,default,2015-02-01,37.46
20000,9.49,50000.0,3,B,MORTGAGE,debt_consolidation,non_default,2014-12-01,23.37
17000,15.05,50000.0,Unknown,C,MORTGAGE,credit_card,non_default,2017-11-01,25.08
16000,13.59,107500.0,3,C,MORTGAGE,debt_consolidation,non_default,2018-01-01,29.05
16000,26.24,89000.0,7,E,MORTGAGE,home_improvement,non_default,2017-01-01,28.18
14500,11.99,62000.0,10,C,MORTGAGE,debt_consolidation,non_default,2015-12-01,36.88
12000,24.85,48589.0,2,E,MORTGAGE,debt_consolidation,non_default,2018-01-01,21.19
5000,12.99,51000.0,1,B,MORTGAGE,credit_card,non_default,2014-04-01,7.72
12000,15.61,55000.0,8,D,MORTGAGE,credit_card,non_default,2015-10-01,22.52
18000,13.59,71000.0,5,C,RENT,moving,default,2017-08-01,24.39
35000,12.05,255000.0,5,C,MORTGAGE,credit_card,non_default,2015-11-01,3.31
18000,9.99,52000.0,10,B,MORTGAGE,credit_card,non_default,2015-10-01,24.6
6000,9.99,65000.0,5,B,MORTGAGE,home_improvement,non_default,2015-06-01,11.3
15000,7.49,52000.0,10,A,RENT,debt_consolidation,non_default,2014-11-01,27.84
9000,14.65,48000.0,2,C,RENT,debt_consolidation,default,2015-09-01,2.93
4000,10.08,55200.0,10,B,MORTGAGE,other,non_default,2008-03-01,19.43
11000,16.29,55000.0,10,D,MORTGAGE,debt_consolidation,non_default,2014-08-01,17.94
8000,11.67,45000.0,1,B,MORTGAGE,debt_consolidation,non_default,2014-10-01,23.28
3500,13.35,47000.0,2,C,RENT,vacation,non_default,2014-10-01,18.16
20000,6.24,40000.0,1,A,MORTGAGE,credit_card,non_default,2015-07-01,23.82
25000,26.3,25000.0,0,E,RENT,debt_consolidation,default,2017-11-01,40.85
11850,22.15,33000.0,10,E,MORTGAGE,debt_consolidation,default,2014-10-01,24.84
20000,10.15,51000.0,10,B,MORTGAGE,debt_consolidation,non_default,2014-07-01,15.36
15000,14.49,80000.0,5,C,RENT,debt_consolidation,non_default,2014-07-01,27.15
13750,22.35,43000.0,Unknown,E,MORTGAGE,debt_consolidation,non_default,2016-05-01,22.05
5000,11.39,70000.0,Unknown,B,MORTGAGE,other,non_default,2017-05-01,26.02
12000,8.18,75000.0,1,B,RENT,debt_consolidation,non_default,2015-11-01,16.0
24000,5.93,1700000.0,10,A,MORTGAGE,debt_consolidation,non_default,2015-05-01,1.17
7800,11.39,190000.0,0,B,MORTGAGE,credit_card,non_default,2017-04-01,27.38
29825,14.08,105000.0,10,C,MORTGAGE,debt_consolidation,non_default,2017-05-01,18.25
24000,7.49,170000.0,10,A,OWN,credit_card,non_default,2014-12-01,11.61
6000,7.9,53000.0,2,A,RENT,major_purchase,non_default,2012-05-01,14.99
11200,19.97,54000.0,7,D,RENT,debt_consolidation,non_default,2013-12-01,30.78
8000,8.18,51000.0,10,B,RENT,other,non_default,2015-07-01,10.66
7000,9.93,49700.0,8,B,MORTGAGE,medical,non_default,2018-02-01,22.58
30000,11.99,78000.0,8,B,RENT,major_purchase,non_default,2013-10-01,8.12
14975,24.5,44000.0,10,F,MORTGAGE,debt_consolidation,default,2015-03-01,8.51
16000,8.59,120000.0,10,A,RENT,debt_consolidation,non_default,2016-10-01,11.32
2400,10.42,7510.8,Unknown,B,MORTGAGE,debt_consolidation,non_default,2017-10-01,82.08
24000,7.69,130000.0,10,A,MORTGAGE,debt_consolidation,non_default,2014-10-01,12.79
24000,11.47,80000.0,2,B,MORTGAGE,debt_consolidation,default,2016-03-01,9.06
25475,22.74,110000.0,0,E,RENT,small_business,default,2016-10-01,4.31
4000,15.59,36000.0,10,C,MORTGAGE,other,non_default,2016-07-01,3.13
18000,20.5,150000.0,1,E,MORTGAGE,debt_consolidation,non_default,2013-12-01,22.45
14400,5.32,80000.0,10,A,MORTGAGE,debt_consolidation,non_default,2017-04-01,9.4
3900,13.33,76000.0,10,C,OWN,home_improvement,non_default,2015-04-01,18.93
7000,13.68,141000.0,10,C,MORTGAGE,debt_consolidation,non_default,2013-08-01,6.05
6100,16.55,48000.0,3,D,MORTGAGE,debt_consolidation,non_default,2015-12-01,24.25
30000,19.42,43000.0,10,D,MORTGAGE,home_improvement,default,2018-03-01,10.69
12000,19.99,46000.0,4,E,MORTGAGE,home_improvement,non_default,2015-01-01,28.85
16000,11.99,113000.0,3,B,RENT,debt_consolidation,non_default,2011-06-01,20.02
21325,22.47,48500.0,1,E,RENT,debt_consolidation,non_default,2012-12-01,21.8
24000,7.69,80000.0,10,A,MORTGAGE,credit_card,non_default,2014-10-01,19.64
30000,12.39,115000.0,3,C,MORTGAGE,debt_consolidation,non_default,2015-01-01,31.99
15000,11.47,65000.0,9,B,MORTGAGE,debt_consolidation,non_default,2016-04-01,13.68
32000,12.99,130000.0,3,B,MORTGAGE,home_improvement,non_default,2014-02-01,9.68
20000,9.44,150000.0,6,B,OWN,debt_consolidation,non_default,2018-01-01,19.52
24000,12.69,60000.0,10,C,RENT,other,non_default,2015-10-01,26.46
21000,30.84,80000.0,2,G,MORTGAGE,debt_consolidation,default,2017-08-01,30.72
25000,6.89,85000.0,4,A,MORTGAGE,debt_consolidation,non_default,2015-10-01,27.36
5000,9.99,32000.0,2,B,RENT,debt_consolidation,non_default,2015-04-01,5.51
12000,13.67,65000.0,2,C,MORTGAGE,debt_consolidation,default,2016-03-01,19.76
15000,16.29,53000.0,10,D,MORTGAGE,debt_consolidation,non_default,2016-04-01,31.59
25000,13.98,110000.0,10,C,MORTGAGE,credit_card,non_default,2014-06-01,25.64
3600,6.72,68000.0,10,A,RENT,debt_consolidation,non_default,2017-12-01,22.54
13500,11.49,69000.0,10,B,MORTGAGE,credit_card,non_default,2017-03-01,10.7
10850,14.99,40000.0,9,C,OWN,debt_consolidation,non_default,2014-07-01,17.19
3600,15.61,32000.0,0,D,RENT,debt_consolidation,non_default,2015-05-01,31.21
21775,17.27,86600.0,2,C,MORTGAGE,other,non_default,2012-09-01,11.13
11200,14.99,79000.0,6,C,MORTGAGE,debt_consolidation,non_default,2017-03-01,11.5
6000,17.57,71000.0,2,D,RENT,debt_consolidation,non_default,2014-04-01,9.4
15000,7.89,33000.0,2,A,MORTGAGE,debt_consolidation,default,2016-02-01,6.82
18425,14.49,89000.0,10,C,MORTGAGE,debt_consolidation,non_default,2014-10-01,32.82
18725,7.9,42900.0,10,A,MORTGAGE,debt_consolidation,non_default,2012-11-01,15.22
24000,9.99,82000.0,10,B,MORTGAGE,debt_consolidation,non_default,2015-07-01,24.98
2700,15.05,21000.0,Unknown,C,RENT,medical,default,2017-07-01,20.51
12000,13.66,50000.0,10,C,MORTGAGE,house,non_default,2014-12-01,2.83
13150,18.25,41100.0,3,E,MORTGAGE,debt_consolidation,non_default,2015-07-01,22.16
10500,10.16,84000.0,10,B,MORTGAGE,debt_consolidation,non_default,2013-02-01,31.51
25000,6.24,122635.0,10,A,RENT,credit_card,non_default,2015-11-01,20.63
20000,21.45,85000.0,10,D,MORTGAGE,debt_consolidation,non_default,2017-12-01,23.83
40000,14.49,250000.0,10,C,MORTGAGE,debt_consolidation,non_default,2016-09-01,30.29
20000,9.16,83700.0,0,B,RENT,debt_consolidation,non_default,2016-02-01,18.95
22000,11.99,50000.0,5,B,RENT,debt_consolidation,non_default,2014-05-01,14.18
8000,7.97,67000.0,10,A,RENT,other,non_default,2017-11-01,2.27
28775,19.47,60000.0,7,D,MORTGAGE,debt_consolidation,default,2014-05-01,12.38
10575,11.47,69000.0,10,B,RENT,debt_consolidation,non_default,2016-02-01,6.03
7000,15.1,35000.0,1,C,RENT,credit_card,non_default,2013-09-01,9.53
9000,13.99,28000.0,0,C,RENT,debt_consolidation,non_default,2015-07-01,36.99
5100,14.46,33000.0,8,C,MORTGAGE,home_improvement,non_default,2016-04-01,24.07
16000,11.67,60000.0,10,B,MORTGAGE,debt_consolidation,non_default,2014-08-01,21.0
3000,12.74,67000.0,6,C,RENT,debt_consolidation,non_default,2016-11-01,16.4
8000,13.98,65000.0,10,C,MORTGAGE,debt_consolidation,non_default,2014-07-01,24.8
10000,7.59,61000.0,3,A,RENT,home_improvement,non_default,2016-10-01,13.74
28500,14.99,160000.0,10,C,MORTGAGE,debt_consolidation,non_default,2014-05-01,20.79
10800,14.47,49000.0,6,C,MORTGAGE,credit_card,non_default,2013-12-01,27.11
24125,14.99,62000.0,10,C,MORTGAGE,credit_card,default,2015-01-01,35.46
24000,13.49,95000.0,4,C,MORTGAGE,home_improvement,non_default,2016-10-01,12.1
14000,12.29,60000.0,10,C,OWN,debt_consolidation,non_default,2015-08-01,21.76
6250,7.9,23000.0,1,A,RENT,debt_consolidation,non_default,2012-09-01,8.45
5000,9.75,42588.0,10,B,MORTGAGE,other,non_default,2016-02-01,28.37
16000,7.89,60000.0,8,A,RENT,major_purchase,default,2016-04-01,6.42
9600,13.67,47000.0,3,C,RENT,debt_consolidation,non_default,2016-06-01,7.94
12000,15.04,150000.0,4,C,RENT,car,non_default,2018-03-01,6.27
16000,16.29,62195.0,2,D,OWN,medical,default,2016-02-01,30.2
21600,14.99,75000.0,8,C,MORTGAGE,debt_consolidation,non_default,2014-11-01,18.62
1500,17.99,44000.0,5,D,OWN,major_purchase,non_default,2017-03-01,25.53
35000,18.24,144000.0,10,D,MORTGAGE,debt_consolidation,non_default,2014-08-01,23.05
35000,7.89,140000.0,9,A,OWN,debt_consolidation,non_default,2016-03-01,2.52
10000,10.37,75000.0,6,B,MORTGAGE,home_improvement,non_default,2011-02-01,1.74
10000,15.31,50000.0,10,C,MORTGAGE,home_improvement,non_default,2014-02-01,15.1
24200,14.65,75000.0,0,C,RENT,credit_card,non_default,2015-10-01,20.05
12600,11.99,127650.0,2,C,RENT,credit_card,non_default,2016-02-01,19.27
21000,10.74,90000.0,3,B,MORTGAGE,debt_consolidation,non_default,2011-05-01,18.64
12000,11.99,70000.0,0,C,MORTGAGE,home_improvement,default,2016-06-01,2.98
4200,12.12,68500.0,10,B,RENT,debt_consolidation,non_default,2012-11-01,8.85
6000,16.55,42000.0,2,D,RENT,moving,non_default,2015-07-01,18.52
5000,17.27,20200.0,2,D,RENT,debt_consolidation,default,2016-05-01,35.52
4000,12.12,50000.0,3,B,RENT,debt_consolidation,non_default,2012-10-01,12.0
15000,15.61,54000.0,6,D,RENT,debt_consolidation,default,2015-07-01,9.98
2200,17.1,44000.0,10,C,RENT,vacation,non_default,2013-10-01,20.26
13900,25.99,41000.0,10,F,RENT,debt_consolidation,default,2015-12-01,38.96
12000,10.99,56000.0,5,B,MORTGAGE,debt_consolidation,non_default,2010-03-01,6.62
12000,13.59,60000.0,10,C,MORTGAGE,debt_consolidation,non_default,2017-06-01,23.34
3500,14.08,77000.0,10,C,RENT,debt_consolidation,non_default,2017-07-01,28.2
19750,16.99,45000.0,0,D,RENT,credit_card,default,2014-07-01,19.39
11000,7.97,69000.0,4,A,RENT,credit_card,non_default,2018-01-01,10.29
16000,13.59,70000.0,3,C,RENT,credit_card,default,2017-09-01,13.98
16150,13.35,45000.0,7,C,RENT,credit_card,non_default,2014-10-01,18.27
18825,25.89,43000.0,7,G,OWN,debt_consolidation,non_default,2013-12-01,18.53
8000,11.55,57000.0,4,B,MORTGAGE,credit_card,non_default,2013-07-01,13.49
8000,8.24,98000.0,10,B,RENT,debt_consolidation,default,2017-04-01,24.36
13800,10.49,30000.0,10,B,MORTGAGE,debt_consolidation,non_default,2016-07-01,5.4
20000,21.0,90000.0,4,E,MORTGAGE,credit_card,non_default,2013-06-01,16.33
5000,9.17,30000.0,10,B,RENT,credit_card,non_default,2014-07-01,6.72
